"","var1","var2","var3","var4"
"1",0.254033731063828,0.739684720523655,0.811328325886279,0.212397766299546
"2",0.637827298371121,0.353099695872515,0.137328133918345,0.389993491349742
"3",0.957188642118126,0.673373083118349,0.968751206528395,0.216246301308274
"4",0.552546738879755,0.851568246027455,0.654224174562842,0.760812754742801
"5",0.983067143009976,0.595358034130186,0.946489134337753,0.687834764830768
"6",0.511473868042231,0.350925915874541,0.125078676268458,0.221656579291448
"7",0.932823361828923,0.419618821935728,0.553883633110672,0.14966658456251
"8",0.4284277188126,0.617690807208419,0.469482130138204,0.925540878437459
"9",0.485585135407746,0.690269484417513,0.8617214334663,0.00867691729217768
"10",0.381652226205915,0.749920548638329,0.616192496847361,0.800910883117467
"11",0.891015218105167,0.618954536039382,0.10261076525785,0.102677384391427
"12",0.16378996684216,0.384831278584898,0.962968672160059,0.344810144975781
"13",0.474134463118389,0.523334910394624,0.421294364146888,0.789482233114541
"14",0.851211223052815,0.687243981054053,0.453233591513708,0.0766793792136014
"15",0.857463751221076,0.0784979786258191,0.55522189871408,0.526113030966371
