"","var1","var2","var3","var4"
"1",0.683110056677833,0.240201973589137,0.0481481603346765,0.776257147081196
"2",0.244117417139933,0.84731193818152,0.867010804824531,0.929283899255097
"3",0.450111359590665,0.688514651264995,0.717661829199642,0.294361922889948
"4",0.229435093468055,0.716725732199848,0.892211375525221,0.193272835575044
"5",0.863507915986702,0.0761555817443877,0.681807833956555,0.793809285387397
"6",0.311200278811157,0.967639623908326,0.45763992308639,0.936677534831688
"7",0.0743372743017972,0.812098833965138,0.293657286092639,0.543162896530703
"8",0.832321612630039,0.544561877846718,0.884528663707897,0.854099297430366
"9",0.874480480328202,0.430627316236496,0.870273954467848,0.332027591299266
"10",0.139361739624292,0.227822430664673,0.335666401777416,0.84851166093722
"11",0.319744975306094,0.64874649932608,0.0496971029788256,0.636366674676538
"12",0.591114865615964,0.951362825697288,0.416379997506738,0.799590898444876
"13",0.157219668151811,0.973984371870756,0.376694468548521,0.788847676012665
"14",0.661381979240105,0.764766854699701,0.0660078711807728,0.585882072802633
"15",0.525340779684484,0.474809745326638,0.427523934282362,0.820316811557859
