"","var1","var2","var3","var4"
"1",0.155050833243877,0.948497073026374,0.477997911628336,0.258614688413218
"2",0.968378808815032,0.600729975616559,0.0446687887888402,0.952888095285743
"3",0.46826308593154,0.261807404924184,0.799116918351501,0.856874570716172
"4",0.776819651713595,0.643034250708297,0.368280872004107,0.275669243186712
"5",0.407885741209611,0.526233507087454,0.563311365898699,0.554524176521227
"6",0.538797148503363,0.881156767020002,0.246998111018911,0.876943809911609
"7",0.206887663574889,0.607484067091718,0.73432757309638,0.118805380770937
"8",0.18710355530493,0.739950256654993,0.703656772617251,0.546737339580432
"9",0.779969688039273,0.803133288631216,0.736824059626088,0.232753204414621
"10",0.193943927064538,0.902395394863561,0.801862649153918,0.602267784066498
"11",0.434231178369373,0.0926551907323301,0.752073001815006,0.712539105908945
"12",0.00227451813407242,0.57452956167981,0.633779030526057,0.648903601337224
"13",0.834692138712853,0.57546132709831,0.24760892894119,0.187562416074798
"14",0.830082966247573,0.944218289805576,0.551339334109798,0.238392889266834
"15",0.956967817852274,0.21898735826835,0.234761083731428,0.0703870919533074
