"","var1","var2","var3","var4"
"1",0.221601397264749,0.500629938673228,0.200608512153849,0.200900783995166
"2",0.0242339097894728,0.402034473372623,0.972864807350561,0.822886544978246
"3",0.207119019469246,0.977082821307704,0.46913355239667,0.678465677658096
"4",0.215733549557626,0.358326010871679,0.900671975454316,0.244050650624558
"5",0.443723587784916,0.491660544415936,0.00442615593783557,0.932901744730771
"6",0.134076150367036,0.899299557087943,0.878250738605857,0.996340716490522
"7",0.390657789772376,0.0208312345203012,0.812698429916054,0.536304417997599
"8",0.369315771851689,0.319571583531797,0.941969746956602,0.588047184748575
"9",0.668692956678569,0.112929404014722,0.23963056365028,0.896974557079375
"10",0.992109965998679,0.528322648489848,0.755005470244214,0.239885035669431
"11",0.117638953961432,0.912912638392299,0.960540493717417,0.911238625179976
"12",0.00847116415388882,0.395104798255488,0.721347647486255,0.661738778930157
"13",0.883366814581677,0.381859072949737,0.572307574795559,0.748555793892592
"14",0.301054707961157,0.967499930877239,0.178868815302849,0.644143619341776
"15",0.492743505863473,0.848661384778097,0.394777414621785,0.143494963645935
