"","var1","var2","var3","var4"
"1",0.200214452575892,0.201875211205333,0.444730556104332,0.549794725608081
"2",0.685218595666811,0.387525747064501,0.0593624736648053,0.760142526822165
"3",0.91687577450648,0.887869771569967,0.275149184744805,0.0685097624082118
"4",0.284399457275867,0.55492255394347,0.0311482592951506,0.793609339045361
"5",0.104650127934292,0.842179385246709,0.0144823438022286,0.63280342775397
"6",0.701057459227741,0.890207114629447,0.487169028958306,0.384576936485246
"7",0.527959984261543,0.720700970385224,0.595151623012498,0.566272675059736
"8",0.807935200864449,0.211340273730457,0.597853036830202,0.921990567352623
"9",0.9565001251176,0.225717290770262,0.397680514957756,0.9758776135277
"10",0.110453018685803,0.139983697095886,0.396830396959558,0.933033839333802
"11",0.273284949595109,0.479913854040205,0.816076069371775,0.381162660429254
"12",0.490513201802969,0.437411859631538,0.235198754351586,0.25556407077238
"13",0.318404018646106,0.965964139439166,0.826870246091858,0.257483700523153
"14",0.559172826586291,0.141913911094889,0.533475931501016,0.196886381134391
"15",0.262593138730153,0.954978888388723,0.928942713653669,0.136400904972106
