"","var1","var2","var3","var4"
"1",0.2655086631421,0.497699242085218,0.482080115471035,0.789356231689453
"2",0.37212389963679,0.717618508264422,0.599565825425088,0.023331202333793
"3",0.572853363351896,0.991906094830483,0.493541307048872,0.477230065036565
"4",0.908207789994776,0.380035179434344,0.186217601411045,0.7323137386702
"5",0.201681931037456,0.777445221319795,0.827373318606988,0.692731556482613
"6",0.898389684967697,0.934705231105909,0.668466738192365,0.477619622135535
"7",0.944675268605351,0.212142521282658,0.79423986072652,0.8612094768323
"8",0.660797792486846,0.651673766085878,0.107943625887856,0.438097107224166
"9",0.62911404389888,0.125555095961317,0.723710946040228,0.244797277031466
"10",0.0617862704675645,0.267220668727532,0.411274429643527,0.0706790471449494
"11",0.205974574899301,0.386114092543721,0.820946294115856,0.0994661601725966
"12",0.176556752528995,0.0133903331588954,0.647060193819925,0.31627170718275
"13",0.687022846657783,0.382387957070023,0.78293276228942,0.518634263193235
"14",0.384103718213737,0.86969084572047,0.553036311641335,0.662005076417699
"15",0.769841419998556,0.34034899668768,0.529719580197707,0.406830187188461
