"","var1","var2","var3","var4"
"1",0.786114927148446,0.0376753895543516,0.934709907276556,0.63556588627398
"2",0.252445595571771,0.525313168996945,0.506460189120844,0.102960495045409
"3",0.699252303456888,0.282184249954298,0.745060192188248,0.772694299230352
"4",0.184460753342137,0.499045196920633,0.838352625956759,0.410225365310907
"5",0.959613825660199,0.633825103053823,0.869074746966362,0.870233365567401
"6",0.918683399679139,0.0113996469881386,0.193111681612208,0.772042222786695
"7",0.101804550271481,0.607856562593952,0.21633193618618,0.649817372206599
"8",0.172191675519571,0.775598531123251,0.650423463433981,0.630364605691284
"9",0.98600367619656,0.923971176380292,0.335166040342301,0.830200593918562
"10",0.849396095378324,0.291706732707098,0.50765589158982,0.130497927311808
"11",0.667540116468444,0.789076240034774,0.652839365880936,0.881853011669591
"12",0.93521022493951,0.568497210741043,0.965576669666916,0.240053407149389
"13",0.0581843343097717,0.778435080545023,0.514660672517493,0.64817895530723
"14",0.618615831015632,0.713232530048117,0.0616567684337497,0.233446430182084
"15",0.17491846345365,0.669048669980839,0.151016460731626,0.069404267007485
