"","var1","var2","var3","var4"
"1",0.277249794220552,0.573685721494257,0.504917626501992,0.863887825980783
"2",0.000518312910571694,0.481765535892919,0.327679358422756,0.637789903208613
"3",0.510608372977003,0.330610994482413,0.411779605317861,0.0137805955018848
"4",0.0140479083638638,0.157660248922184,0.202413034392521,0.529164811130613
"5",0.0646897766273469,0.48013405338861,0.812668203841895,0.834363039350137
"6",0.954849225468934,0.203712594695389,0.642031987197697,0.502855923492461
"7",0.0864958912134171,0.68036738759838,0.276873307069764,0.59776076558046
"8",0.289975009160116,0.363788028014824,0.103556007146835,0.425595070933923
"9",0.880699172848836,0.350348383421078,0.256002754438668,0.31220464874059
"10",0.123216201318428,0.0619884438347071,0.0578589488286525,0.22192722489126
"11",0.175112922675908,0.483017750550061,0.247455857461318,0.443426229059696
"12",0.440750271780416,0.399143285583705,0.215011228807271,0.412524091312662
"13",0.90718297357671,0.0162145779468119,0.493673762306571,0.815702560124919
"14",0.851041866932064,0.125083255348727,0.653446026844904,0.162658916786313
"15",0.733987492742017,0.398149442393333,0.329025805229321,0.596983389463276
