"","var1","var2","var3","var4"
"1",0.576603659661487,0.139278504764661,0.621010915609077,0.77657687314786
"2",0.223072855733335,0.518120574299246,0.274151464458555,0.121821508277208
"3",0.331896589370444,0.593550828285515,0.301469650119543,0.372319732559845
"4",0.71072455169633,0.942461697151884,0.349043807946146,0.297771757468581
"5",0.819448956055567,0.628019635565579,0.329131072154269,0.752706347033381
"6",0.423720560967922,0.586397815961391,0.809503931552172,0.499577620532364
"7",0.963544549420476,0.274740961845964,0.274482146138325,0.817803536774591
"8",0.978130409261212,0.147656962275505,0.939094888744876,0.30412873858586
"9",0.84052187949419,0.801410323008895,0.902267053490505,0.824903801549226
"10",0.996611237060279,0.386409824481234,0.177053086692467,0.893041671952233
"11",0.865959034767002,0.820450694067404,0.798251277999952,0.0197156346403062
"12",0.701421698089689,0.684937274083495,0.0827980837784708,0.25443993229419
"13",0.390473062638193,0.883389266207814,0.285691754892468,0.951945324894041
"14",0.31476970249787,0.111920776078478,0.661315981764346,0.566167130135
"15",0.845947288675234,0.778834006981924,0.78477427130565,0.897581946337596
