"","var1","var2","var3","var4"
"1",0.168041526339948,0.829708693316206,0.379171891137958,0.267622165149078
"2",0.807516399072483,0.11144915339537,0.373280976898968,0.0478094418067485
"3",0.384942351374775,0.70368835888803,0.170290642883629,0.103493053931743
"4",0.327734317164868,0.897488264366984,0.453307323623449,0.314031455665827
"5",0.602100674761459,0.279732553754002,0.258413960458711,0.800641062203795
"6",0.604394054040313,0.228201881283894,0.336265952326357,0.229324695421383
"7",0.124633444240317,0.0153298925142735,0.889583034673706,0.212998440722004
"8",0.294600924244151,0.128981558606029,0.201946298824623,0.877100905869156
"9",0.577609919011593,0.0933819285128266,0.579186042770743,0.993221963290125
"10",0.630979274399579,0.236885007470846,0.207632029894739,0.844247019849718
"11",0.512015897547826,0.791147409472615,0.281468792352825,0.910436549223959
"12",0.505023914156482,0.599731565685943,0.786281204083934,0.47126973234117
"13",0.534035353455693,0.910147710936144,0.173019349342212,0.224418408004567
"14",0.5572494356893,0.560424553928897,0.570747518213466,0.12781465658918
"15",0.86791948764585,0.755704769166186,0.419282963266596,0.279683512402698
